transit_depth,transit_duration_hrs,ingress_duration_hrs,egress_duration_hrs,ingress_egress_ratio,depth_duration_ratio,odd_even_depth_diff,secondary_eclipse_depth,snr,flat_bottom_fraction,secondary_eclipse_significance,odd_even_depth_significance,transit_symmetry_score,out_of_transit_variability,transit_count,stellar_density_proxy,depth_consistency_across_transits,kepid,koi_period,koi_prad,true_class
0.0,1539.6009,769.8005,1515.7927,0.507853,0.0,0.0,0.00052823,0.0,0.0,528228.47116,0.0,0.0,0.0004632,0,0.016578,nan,7024511,66.154496,3.33,Blend
0.0007457,88.3559,0.6745,0.6745,1.0,8.44e-06,0.523793,0.0003986,3.8719,0.1,0.534532,1.364253,0.0,0.00019259,17,0.635139,1.33409,4861791,5.629509,2.11,Blend
0.00026882,960.7875,864.2259,77.2492,11.1875,2.8e-07,0.325835,0.00216834,0.1324,0.0,8.066233,0.049385,0.0,0.00202976,4,0.025245,0.343905,7622473,40.244826,115.94,Blend
0.00023443,169.4384,7.0599,159.731,0.044199,1.38e-06,16.668011,0.00019288,1.6759,0.333333,0.822776,1.270576,0.0,0.00013989,2,0.154549,8.334006,6627507,7.374533,87.08,Blend
0.00077628,4.0166,4.0166,4.0166,1.0,0.00019327,0.195662,0.0,5.116,1.0,0.0,0.640738,0.0,0.00015174,2,462618.74228,0.097831,10470206,46.566754,5.25,Blend
0.0002751,12.8409,1.9024,5.6391,0.337349,2.142e-05,3.060188,0.00030441,2.3249,0.015625,1.106546,0.951951,0.0,0.00011833,60,2.097492,11.000163,7115332,0.566795,1.15,Blend
0.00046102,49.0317,0.2936,25.2499,0.011628,9.4e-06,1.940574,0.00043025,2.7947,0.2,0.933255,1.652275,0.0,0.00016496,15,0.703518,2.793949,4845862,2.449267,0.76,Blend
0.00236389,1.0247,0.3416,0.1708,2.0,0.00230694,0.005405,0.00042284,10.9996,0.375,0.178874,0.108025,0.0,0.00021491,24,26047.230435,0.202775,10225800,1.423799,4.69,Blend
0.00029467,57.8974,43.4965,11.4619,3.794872,5.09e-06,0.268585,0.0010522,0.6964,0.0,3.570756,0.14986,0.0,0.00042315,5,0.42982,nan,7352727,2.456491,14.14,Blend
1.823e-05,57.636,45.4552,10.1012,4.5,3.2e-07,11.75872,0.00016225,0.1034,0.0,8.902177,1.420087,0.0,0.00017631,14,0.448827,nan,10419312,2.493238,9.48,Blend
0.00034095,40.1427,39.3277,0.2038,193.0,8.49e-06,0.210717,0.00071021,1.4679,0.0,2.083012,0.090043,0.0,0.00023227,21,0.617598,5.17839,9824928,1.699991,0.55,Blend
0.00484363,242.6821,2.7268,212.6877,0.012821,1.996e-05,0.182493,0.00169928,4.2305,0.375,0.350827,0.364046,1e-05,0.00114494,2,0.499972,0.091246,5952366,22.735911,5.07,Blend
0.00031989,30.5663,10.6664,18.9447,0.563025,1.047e-05,6.252732,0.00051633,1.2521,0.0,1.614106,0.356159,0.0,0.00025548,27,0.852987,nan,9049697,1.327451,0.66,Blend
0.00189092,248.9111,1.5086,3.0171,0.5,7.6e-06,0.004293,0.00108289,3.5333,0.5,0.572681,0.01817,0.0,0.00053517,8,0.141745,0.324263,3542117,12.574887,1.03,Blend
0.00027017,8.4222,0.1545,0.1545,1.0,3.208e-05,1.997889,0.00017475,3.5332,0.130435,0.646793,0.890008,0.0,7.647e-05,16,9.739662,4.998724,5598645,0.648772,2.6,Blend
0.08126937,12.3611,4.9444,4.9444,1.0,0.00657462,0.031991,0.00025227,30.1937,0.222222,0.003104,0.68636,0.000467,0.0026916,3,3345.115906,0.043758,5193386,21.378311,97.23,Blend
0.0002823,322.4411,3.2735,273.3384,0.011976,8.8e-07,0.122569,0.00022382,1.9982,0.0,0.792842,0.126664,0.0,0.00014128,4,0.07689,0.873193,11255231,13.655096,1.35,Blend
0.00013517,29.0961,6.4333,22.078,0.291391,4.65e-06,1.00483,0.00013002,1.358,0.0,0.961935,1.254495,0.0,9.954e-05,28,0.834009,2.628054,9304561,1.21905,2.48,Blend
0.00015042,24.2957,3.9187,18.9402,0.206897,6.19e-06,2.78133,0.00015424,1.6401,0.083333,1.025408,1.645235,0.0,9.172e-05,32,1.143268,nan,9641103,1.089058,0.44,Blend
0.0,443.0453,123.1998,47.3845,2.6,0.0,0.0,6.134e-05,0.0,0.0,61339.870468,0.0,0.0,0.00013256,0,0.062092,nan,10489539,19.763987,1.19,Blend
7.898e-05,21.3818,16.0084,5.1495,3.108696,3.69e-06,4.633721,0.00015439,1.0303,0.0,1.954875,1.416744,0.0,7.666e-05,37,1.232921,nan,10535897,0.93372,0.41,Blend
0.00094177,19.2529,0.1119,7.1639,0.015625,4.892e-05,0.473275,0.00066282,3.0196,0.052632,0.703803,0.916233,0.0,0.00031188,37,1.68879,2.524824,10471204,0.933716,0.7,Blend
0.00035424,15.4259,14.6183,0.6461,22.625,2.296e-05,7.961807,0.00037653,1.7947,0.071429,1.06292,0.401301,0.0,0.00019739,51,1.709209,nan,3645282,0.673685,0.7,Blend
0.00057347,370.4271,100.4548,2.0928,48.0,1.55e-06,1.245811,0.00016311,3.7711,0.5,0.284422,3.654028,0.0,0.00015207,6,0.082772,0.883659,6522824,17.445313,5.38,Blend
0.00022927,6.8137,0.4818,3.0283,0.159091,3.365e-05,0.075961,0.0,3.1874,0.25,0.0,0.598009,0.0,7.193e-05,57,15.347511,1.47836,6590362,0.592619,0.86,Blend
0.00052828,470.1061,39.3806,420.8803,0.093567,1.12e-06,0.818628,4.247e-05,2.1878,0.5,0.080401,0.884165,0.0,0.00024146,3,0.056088,0.3631,3120397,20.531171,1.39,Blend
0.0003982,253.6195,114.4044,57.8914,1.97619,1.57e-06,1.993991,0.00013867,2.4098,0.5,0.348237,3.453585,0.0,0.00016524,4,0.112171,1.041517,10611420,11.505286,1.83,Blend
0.00073808,155.3315,1.0152,2.0305,0.5,4.75e-06,0.521905,0.00037232,4.3712,0.166667,0.504448,0.971474,0.0,0.00016885,5,0.26527,0.72676,9850893,8.480398,1.71,Blend
0.00019813,84.4693,0.8986,43.1333,0.020833,2.35e-06,0.808486,0.00010674,1.9682,0.375,0.538734,1.601285,0.0,0.00010067,10,0.322183,0.777721,11912932,3.747854,0.89,Blend
0.00049079,162.429,75.5746,3.3839,22.333333,3.02e-06,0.527462,0.00028996,3.1254,0.5,0.590802,1.412043,0.0,0.00015703,5,0.285355,0.508778,9541322,9.40527,25.39,Blend
0.00022666,12.3045,7.07,3.603,1.962264,1.842e-05,8.766353,0.0003288,1.7123,0.0,1.450616,1.808186,0.0,0.00013237,60,2.383958,22.384944,7115463,0.5668,0.88,Blend
0.00037915,30.1943,19.81,9.7452,2.032787,1.256e-05,0.437566,0.00045676,1.9361,0.083333,1.204685,0.717972,0.0,0.00019583,68,0.891674,4.085255,9777290,1.332519,1.64,Blend
0.00029405,116.3655,8.177,85.5443,0.095588,2.53e-06,0.129433,0.00020923,2.2749,0.3125,0.711566,0.192369,0.0,0.00012926,17,0.241247,1.874266,6364215,5.243853,1.11,Blend
0.00030955,202.889,1.0299,185.3808,0.005556,1.53e-06,0.95494,0.00036646,1.0999,0.0,1.183833,0.539972,0.0,0.00028142,5,0.122118,1.343187,10031526,8.589364,1.21,Blend
0.00042515,19.3209,3.4348,5.6889,0.603774,2.2e-05,0.134861,0.00034966,2.1739,0.291667,0.82243,0.633185,0.0,0.00019557,97,1.534847,1.959814,5217574,0.894863,1.19,Blend
0.00018987,287.7516,116.2934,166.9854,0.696429,6.6e-07,0.334041,0.00036406,1.4296,0.0,1.917439,0.074369,0.0,0.00013281,9,0.089628,4.041652,5385150,12.428848,1.12,Blend
0.00032332,142.8606,10.0934,127.3323,0.079268,2.26e-06,0.282622,0.00040163,1.9919,0.0,1.24221,0.445128,0.0,0.00016232,15,0.198585,1.439612,10352945,6.471793,2.08,Blend
0.0015161,23.8861,0.3752,16.1325,0.023256,6.347e-05,4.410391,0.00219017,2.247,0.017241,1.444605,1.410407,0.0,0.00067474,33,1.103363,7.358552,5164794,1.042942,2.49,Blend
0.0001168,35.0552,19.798,8.9,2.22449,3.33e-06,1.281329,0.00012562,1.9306,0.125,1.07553,0.558892,0.0,6.05e-05,7,0.740881,1.227398,5529501,1.519452,0.5,Blend
0.00089949,31.5874,1.7549,13.7198,0.127907,2.848e-05,0.477591,0.00116468,2.0601,0.1875,1.294821,0.414138,0.0,0.00043663,8,0.778875,1.324577,9899421,1.332563,16.03,Blend
0.00043196,7.897,0.0632,0.0632,1.0,5.47e-05,0.244539,0.00016763,3.3959,0.071429,0.388076,0.76669,0.0,0.0001272,64,7.792693,2.037876,5709889,0.526888,0.58,Blend
0.0,9185.6506,46.3922,92.7843,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.814e-05,0,0.002666,nan,9265521,386.62189,1.44,Other/Noise
0.0,786.768,517.8218,228.805,2.263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001879,0,7.798131,nan,5951416,524.14139,1.88,Other/Noise
0.00056589,227.1277,60.5674,133.9471,0.452174,2.49e-06,0.539005,0.0,1.7753,0.333333,0.0,0.390341,0.0,0.00031875,2,4.255161,0.269503,9455526,60.054615,5.24,Other/Noise
0.0,799.3018,554.2897,220.9126,2.509091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019213,0,3.488184,nan,3644631,358.96247,2.37,Blend
0.0,771.1839,180.7462,570.3548,0.316901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000173,0,3.960715,nan,7967210,362.49906,2.51,Other/Noise
0.0,216.6457,1.1648,196.8447,0.005917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028432,0,5.287973,nan,7741837,62.366706,1.88,Other/Noise
0.00020902,2077.7614,10.7101,42.8404,0.25,1e-07,0.055852,0.0,3.8734,0.5,0.0,0.158131,0.0,5.396e-05,2,0.271161,0.027926,11038580,419.4596,2.1,Other/Noise
0.0002814,15.2437,3.5594,7.8927,0.45098,1.846e-05,2.135766,0.00024032,2.1208,0.212766,0.854017,1.290834,0.0,0.00013269,16,1.63129,2.773208,9652166,0.646523,0.85,Other/Noise
0.0,783.2273,502.0688,257.0592,1.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026432,0,1.851176,nan,8546464,253.652263,1169.79,Other/Noise
0.0,221.3056,178.2092,23.2953,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00065199,0,17.169806,nan,8588982,116.025744,37.99,Other/Noise
0.01518951,2460.1022,1829.6237,482.1306,3.794872,6.17e-06,0.435493,0.01916802,1.2733,0.0,1.261925,0.281575,0.0,0.01192942,2,0.009858,0.217747,6521526,103.039788,2.05,Other/Noise
0.0087596,32.6289,1.8469,0.6156,3.0,0.00026846,0.041531,0.00414519,2.6552,0.833333,0.473217,0.270126,4.3e-05,0.00329909,35,2.619648,0.577217,8167938,2.565718,180.8,Other/Noise
0.40566557,11.6816,0.2935,0.2935,1.0,0.03472685,0.003577,0.25960294,5.8596,0.266667,0.639943,0.067416,0.001314,0.06923047,181,2.079478,0.143974,7938883,0.489682,37.47,Other/Noise
0.0,221.304,48.9198,161.9014,0.302158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020291,0,121.014583,nan,9008125,308.024953,3.55,Other/Noise
0.0,2118.2165,1298.6051,734.457,1.768116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031032,0,0.442396,nan,8106139,551.49832,4.89,Other/Noise
0.32790504,10.8491,10.2247,0.1561,65.5,0.0302242,0.014204,0.0,3.7927,0.416667,0.0,0.178466,0.0,0.08645755,134,4.583709,0.065643,6387887,0.650701,281.62,Other/Noise
0.00029796,444.9062,162.6539,212.8852,0.764045,6.7e-07,1.006349,9.332e-05,1.5649,0.0,0.313188,1.485444,0.0,0.0001904,5,0.062403,1.20615,5260419,19.938266,nan,Other/Noise
5.025e-05,16.2436,8.3279,7.0087,1.188235,3.09e-06,0.0,6.309e-05,0.9804,0.0,1.255599,0.0,0.0,5.125e-05,20,1.525572,nan,11453930,0.687739,1.53,Other/Noise
0.0,230.6245,17.4716,200.3405,0.087209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875e-05,2,0.430524,nan,4927738,19.545185,0.76,Other/Noise
0.0,771.1765,60.2482,690.8456,0.087209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.214e-05,0,3.664632,nan,8608544,348.68162,2.09,Other/Noise
0.0,767.1679,727.0021,4.0166,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023967,0,2.423725,nan,9974142,281.35877,4.22,Other/Noise
0.00028481,2033.07,1990.4926,10.6443,187.0,1.4e-07,1.191829,0.0,1.5348,0.0,0.0,2.396777,0.0,0.00018556,2,0.224961,0.595915,9171886,369.7985,2.53,Other/Noise
0.0,601.6611,550.0033,21.2708,25.857143,0.0,2.69983,0.0,0.0,0.0,0.0,2.506039,0.0,0.00018425,3,0.040765,3.125234,9529148,25.34287,1.85,Other/Noise
0.21991665,1.1393,0.2848,0.2848,1.0,0.19302429,0.002718,0.00786992,18.0025,0.214286,0.035786,0.187951,8.2e-05,0.01221587,146,3301.200799,0.078323,3954227,0.594276,266.99,Other/Noise
0.0,228.2938,132.7831,80.3687,1.652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018831,0,2.165266,nan,8505674,43.169798,1.47,Other/Noise
0.00018211,72.1925,4.8487,51.72,0.09375,2.52e-06,0.670088,0.00027997,1.1851,0.0,1.537397,0.764958,0.0,0.00015366,4,0.744939,1.152359,7421876,4.50279,nan,Other/Noise
0.0,229.4572,96.6749,124.629,0.775701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.554e-05,0,37.442043,nan,9455322,180.890384,2.47,Other/Noise
0.0,783.2347,437.8081,301.2441,1.453333,0.0,5.406601,0.0,0.0,0.0,0.0,1.471462,0.0,0.00010095,2,0.306556,2.703301,7619667,103.222938,nan,Other/Noise
0.01488592,86.6856,35.7197,35.2841,1.012346,0.00017172,0.056693,0.01315378,1.722,1.0,0.883639,0.137567,7.4e-05,0.00864436,11,0.280097,0.186085,5000179,3.632935,nan,Other/Noise
0.0,228.2923,209.6562,12.8123,16.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010363,0,187.51397,nan,8671707,401.73243,2.88,Other/Noise
0.0,231.7896,33.7784,194.5169,0.173653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.755e-05,0,113.179319,nan,3750350,319.30633,1.26,Other/Noise
0.0,795.276,385.5884,389.6049,0.989691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023368,0,0.504083,nan,7662744,135.428746,1.83,Other/Noise
0.00090886,340.6176,10.6443,10.6443,1.0,2.67e-06,0.790137,0.0,4.4613,0.5,0.0,1.56631,0.0,0.00020372,2,43.147324,0.395068,10341876,351.204993,3.57,Other/Noise
0.00166981,10.6545,0.1718,0.0859,2.0,0.00015672,0.104994,0.00052873,3.4692,0.375,0.316639,0.326519,1e-06,0.00048132,47,5.871066,2.400376,9752982,0.71671,66.73,Other/Noise
0.0,224.7992,112.3996,206.163,0.545198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028917,0,73.07895,nan,8958359,245.059374,1.63,Other/Noise
0.0,787.2494,594.4536,168.6963,3.52381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042285,0,3.982768,nan,6200529,374.92478,1.67,Other/Noise
0.0008178,598.2033,193.7363,353.4837,0.548077,1.37e-06,4.224719,0.0,1.4237,0.0,0.0,1.661386,0.0,0.00057443,4,0.051875,8.584943,9449320,28.342306,nan,Other/Noise
0.15215454,42.9915,40.399,21.4957,1.879397,0.00353918,0.006426,0.85962859,0.757,0.0,5.649707,0.005956,0.0,0.20098525,50,0.564845,0.135011,10581918,1.801863,145.36,Other/Noise
0.0,787.2556,349.4451,385.5946,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001359,0,10.996889,nan,4586482,623.005238,66.64,Other/Noise
0.00106461,775.1972,12.0497,4.0166,3.0,1.37e-06,0.095941,0.0,3.2385,0.2,0.0,0.117483,0.0,0.00032874,2,5.99746,0.04797,8293631,449.557346,55.33,Other/Noise
0.00068455,694.8641,686.831,4.0166,171.0,9.9e-07,0.17545,0.0,2.5379,0.5,0.0,0.289821,0.0,0.00026973,2,5.255197,0.087725,10729472,357.13089,1.62,Other/Noise
0.0,1611.5401,1183.9886,394.6629,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036868,0,0.015516,nan,4144873,68.538296,25.77,Other/Noise
2.015e-05,448.0781,79.6078,341.1762,0.233333,4e-08,1.347637,2.604e-05,1.152,0.0,1.292721,0.068911,0.0,1.749e-05,3,0.05521,3.137602,11494130,18.954916,71.39,Other/Noise
0.0,795.2769,16.0662,755.1114,0.021277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.157e-05,0,3.731803,nan,9516728,368.48518,1.98,Other/Noise
0.0,230.6225,180.5378,40.7666,4.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.719e-05,0,290.249074,nan,10419108,507.48249,1.22,Other/Noise
0.0,227.1308,16.3068,205.0001,0.079545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00325453,0,63.952073,nan,3245638,232.822285,48.88,Other/Noise
0.0,4145.0014,21.0406,4081.8796,0.005155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.563e-05,0,0.005969,nan,6780367,175.358905,2.9,Other/Noise
0.00029359,739.0499,445.8399,4.0166,111.0,4e-07,0.338201,0.0,3.2703,0.5,0.0,0.514278,0.0,8.977e-05,2,6.921693,0.1691,6116035,449.57274,3.08,Other/Noise
0.00025855,1628.565,1351.8154,10.6442,127.0,1.6e-07,0.644883,0.0,3.165,1.0,0.0,1.435863,0.0,8.169e-05,2,0.419208,0.322442,8483021,361.91436,1.84,Other/Noise
0.0,799.3005,731.0186,32.1327,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.515e-05,0,1.834379,nan,4459503,260.311199,nan,Other/Noise
0.0,791.2705,156.6475,610.5234,0.256579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018646,0,4.725891,nan,6385302,411.540396,nan,Other/Noise
0.00046607,506.5499,22.2659,439.7521,0.050633,9.2e-07,0.737451,0.0,0.3104,0.0,0.0,0.853303,0.0,0.00150166,5,0.057242,nan,6593968,23.199233,nan,Other/Noise
0.01127943,1.0095,0.4589,0.2753,1.666667,0.01117351,0.012061,0.00206895,6.5922,0.285714,0.183427,0.130894,1e-05,0.00171103,45,7962.077062,0.236739,6432059,0.769738,nan,Other/Noise
0.0,20.0939,6.7685,12.7966,0.528926,0.0,0.577968,0.00022955,0.0,0.0,229553.465603,0.768056,0.0,0.00010793,12,1.37645,3.173691,6390236,0.898793,0.57,Other/Noise
0.0,333.733,93.9148,214.6624,0.4375,0.0,0.0,0.00241305,0.0,0.0,2413049.136509,0.0,0.0,0.00196354,0,0.072851,nan,4142768,13.995854,368.42,Other/Noise
0.0,231.7883,196.8454,32.6134,6.035714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143e-05,0,183.39563,nan,6113752,406.45737,1.96,Other/Noise
0.0,231.789,117.6416,73.3804,1.603175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08e-05,0,139.732463,nan,6049470,354.7897,0.47,Other/Noise
0.0,231.7892,208.4938,12.8125,16.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.945e-05,0,226.658907,nan,6307243,451.86579,1.85,Other/Noise
0.0,791.266,184.7626,598.4702,0.308725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.273e-05,0,3.828039,nan,8630840,370.38642,2.12,Other/Noise
