kepid,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
10387742,CONFIRMED,3.03267135,134.0668,1.774,42.4,0.6,15.6,0,0,0,0
7673841,CONFIRMED,5.34182466,136.3186,3.577,70.5,0.95,19.2,0,0,0,0
9827149,CONFIRMED,2.131945045,133.65547,1.8061,269.4,1.66,22.9,0,0,0,0
5546691,CONFIRMED,12.9462567,139.4165,9.568,168.7,1.13,15.7,0,0,0,0
12156347,CONFIRMED,5.77957133,136.53014,2.5213,396.6,1.5,18.9,0,0,0,0
8636539,CANDIDATE,6.77367892,138.07568,3.579,150.7,1.33,15.1,0,0,0,0
9283156,CANDIDATE,5.22402436,132.85379,2.608,48.1,0.58,15.1,0,0,0,0
8547429,CONFIRMED,11.6601667,140.62189,5.882,181.0,2.08,20.4,0,0,0,0
8803882,FALSE POSITIVE,89.465468,170.8426,9.88,67.9,2.57,5.7,0,1,0,0
9893318,CONFIRMED,18.0161227,145.24169,4.016,499.5,2.39,16.7,0,0,0,0
6864885,FALSE POSITIVE,40.8777605,163.43477,9.745,719.1,29.55,23.6,0,1,1,1
5097868,FALSE POSITIVE,6.80243431,132.40355,3.817,249.1,2.6,14.9,0,0,1,0
8570333,CONFIRMED,84.5733346,150.152,5.762,891.6,2.59,20.4,0,0,0,0
8478994,CONFIRMED,21.30181863,191.84136,3.8763,87.3,0.72,32.4,0,0,0,0
5036705,CONFIRMED,4.14789051,135.53291,3.829,137.6,1.93,16.4,0,0,0,0
9574158,CANDIDATE,15.92108138,147.0537,1.5443,716.8,3.14,16.1,0,0,0,0
9653622,CONFIRMED,19.0054098,144.15574,1.843,542.4,28.47,20.2,0,0,0,0
4391348,FALSE POSITIVE,1.96433113,131.65195,2.381,139.1,1.33,14.2,0,0,1,0
7294743,CANDIDATE,2.81043228,133.40821,3.874,47.4,1.43,17.8,0,0,0,0
8947520,CONFIRMED,0.968527683,131.50954,1.3672,114.6,1.21,16.9,0,0,0,0
10468885,CONFIRMED,0.664074145,133.40285,1.0925,212.6,1.19,20.9,0,0,0,0
12016267,FALSE POSITIVE,11.7489907,135.68045,4.043,36.7,1.01,12.5,0,0,0,0
6765135,CANDIDATE,175.603366,202.3721,9.543,506.8,2.87,14.7,0,0,0,0
3861595,CONFIRMED,3.849371737,157.526686,2.632,1298.6,12.94,132.7,0,0,0,0
5725087,FALSE POSITIVE,0.366197145,133.55969,1.2335,275.3,51.34,16.7,0,1,0,0
10489206,CONFIRMED,4.164384505,171.087935,1.8464,2338.0,2.54,132.1,0,0,0,0
3426367,CONFIRMED,2.10433534,133.31612,1.1168,242.1,0.79,20.7,0,0,0,0
5562090,CONFIRMED,28.8431751,143.82307,3.171,756.7,2.66,15.0,0,0,0,0
11548140,FALSE POSITIVE,1.378649746,169.780113,1.2232,22462.0,6.51,172.2,0,1,0,0
12110786,FALSE POSITIVE,1.112207126,131.8505,1.35,54.7,0.73,13.0,0,0,1,0
5342061,CANDIDATE,64.034363,159.0432,9.174,758.8,3.47,16.9,0,0,0,0
3654095,FALSE POSITIVE,1.303576682,133.0758,1.021,245.5,1.51,22.1,0,0,1,0
5078939,FALSE POSITIVE,1.958577398,132.26115,2.388,453.0,1.8,24.5,0,1,1,0
6867555,CONFIRMED,5.19103699,135.21628,4.222,290.1,1.92,25.2,0,0,0,0
5339567,CONFIRMED,4.86638504,134.01501,2.296,143.8,1.32,17.1,0,0,0,0
4459924,FALSE POSITIVE,4.79176993,134.03502,4.52,116.6,0.81,23.0,0,0,1,0
11080405,CONFIRMED,25.1933989,146.4301,4.62,481.2,1.95,18.0,0,0,0,0
5529738,FALSE POSITIVE,0.759762021,131.79506,4.912,227.0,24.2,65.3,0,0,0,1
4047631,CANDIDATE,4.790912471,132.01539,0.5134,360.7,2.25,17.6,0,0,0,0
10059645,CONFIRMED,6.49441464,132.25189,2.344,357.3,1.75,17.7,0,0,0,0
5364071,CONFIRMED,2.576571021,172.126911,1.5997,852.8,1.57,63.6,0,0,0,0
7183745,CONFIRMED,28.4750006,154.5706,4.718,763.8,2.64,21.4,0,0,0,0
8212002,CONFIRMED,14.7966306,142.74484,5.613,56.1,0.98,22.4,0,0,0,0
8004903,CONFIRMED,11.25401871,136.8901,4.759,433.4,2.42,17.0,0,0,0,0
8883329,CONFIRMED,9.18244299,134.04601,4.318,87.6,1.24,20.3,0,0,0,0
8883329,CONFIRMED,14.6134781,140.41368,5.266,72.8,1.12,15.2,0,0,0,0
3644653,FALSE POSITIVE,119.682075,176.0877,31.28,1704.1,30.39,38.1,1,0,1,1
11253827,CONFIRMED,42.9923284,162.50532,4.726,1120.1,3.32,34.1,0,0,0,0
5514383,CONFIRMED,6.88341278,172.66227,2.0674,487.4,2.63,35.4,0,0,0,0
10747445,FALSE POSITIVE,4.593595496,134.88971,2.7468,45034.0,44.14,92.0,0,1,0,0
8022489,CONFIRMED,197.5111484,272.3864,11.106,2575.6,9.52,175.2,0,0,0,0
8022489,CONFIRMED,11.1726723,140.00764,6.106,76.8,1.5,17.0,0,0,0,0
8022489,CONFIRMED,2.53573284,133.01581,3.989,68.0,1.36,25.5,0,0,0,0
9209624,CONFIRMED,6.79164656,136.48519,3.343,102.6,1.01,18.5,0,0,0,0
9209624,CONFIRMED,11.8376933,142.21212,3.381,92.9,1.0,12.7,0,0,0,0
3354846,CONFIRMED,18.5525162,135.51322,4.385,771.5,2.53,17.2,0,0,0,0
6516185,CANDIDATE,47.3659328,175.0355,7.929,757.0,11.97,16.0,0,0,0,0
8478994,CONFIRMED,13.3669309,184.0734,3.733,12.2,0.27,7.4,0,0,0,0
3946023,FALSE POSITIVE,1.045492348,132.27517,2.933,28.7,0.83,21.7,0,1,1,0
7183745,CONFIRMED,4.86634094,353.34131,1.885,366.7,1.94,15.2,0,0,0,0
9177629,CONFIRMED,5.60402307,133.82508,1.0273,224.9,1.25,20.6,0,0,0,0
7778767,CONFIRMED,13.0313583,144.11544,4.521,573.3,2.88,18.9,0,0,0,0
7515762,CONFIRMED,40.9905002,132.4136,7.336,297.3,2.41,15.4,0,0,0,0
5942949,CONFIRMED,57.2932309,146.23112,4.878,773.6,1.95,15.7,0,0,0,0
12120307,CONFIRMED,8.00504749,138.71228,3.32,187.5,1.52,15.6,0,0,0,0
12120307,CONFIRMED,12.13070414,139.89855,3.843,211.2,1.61,15.3,0,0,0,0
12120307,CONFIRMED,5.61357653,131.81669,2.905,162.3,1.41,15.2,0,0,0,0
7446631,CANDIDATE,29.2254372,143.98764,5.293,174.1,1.35,15.7,0,0,0,0
9777251,FALSE POSITIVE,1.33255087,132.059,3.565,123.3,1.19,14.0,0,0,1,1
6864893,FALSE POSITIVE,40.8792243,163.41583,7.005,413.6,1.62,23.4,0,1,1,1
11701407,CONFIRMED,18.8262877,134.70322,2.344,795.8,2.34,19.9,0,0,0,0
5906426,CANDIDATE,13.9034057,143.52317,3.408,261.4,1.55,15.3,0,0,0,0
11288051,CONFIRMED,3.41045981,131.58062,2.866,136.2,1.06,22.5,0,0,0,0
10813132,CONFIRMED,4.76702759,132.69368,2.013,163.4,1.19,14.3,0,0,0,0
5857540,CONFIRMED,13.62801048,135.45073,3.5374,912.8,3.28,26.7,0,0,0,0
12208631,CANDIDATE,53.3580444,138.38498,6.812,736.1,3.41,19.7,0,0,0,0
7289317,CONFIRMED,16.83203175,140.53041,4.031,326.0,1.86,21.6,0,0,0,0
6500206,FALSE POSITIVE,13.37499553,142.38153,1.639,458.1,2.01,16.9,0,1,0,0
5545815,FALSE POSITIVE,4.35370136,134.09426,1.913,168.9,1.33,12.2,0,0,1,0
3116302,FALSE POSITIVE,134.96694,205.9674,18.43,68.4,0.87,6.9,0,0,0,0
7879433,CONFIRMED,1.385787741,135.49119,1.6449,85.4,0.55,19.1,0,0,0,0
9205907,CONFIRMED,12.02295362,136.20687,1.2667,778.6,3.28,20.1,0,0,0,0
8463346,CONFIRMED,16.79716262,134.0417,3.83,1023.8,2.75,21.2,0,0,0,0
5364071,CONFIRMED,18.59611518,141.26331,2.3052,813.8,1.53,27.6,0,0,0,0
10489206,CONFIRMED,5.77440326,132.96695,1.768,245.3,0.8,11.8,0,0,0,0
7531677,FALSE POSITIVE,2.622134451,131.87323,4.735,128.2,1.64,42.9,0,0,1,0
10068659,CONFIRMED,11.47685263,139.63194,2.756,240.6,1.58,16.5,0,0,0,0
2443393,CANDIDATE,73.711039,202.7848,10.062,136.7,1.77,21.1,0,0,0,0
9019191,CANDIDATE,14.43348326,143.60783,2.663,526.8,16.25,14.8,0,0,0,0
9718379,FALSE POSITIVE,40.0088894,141.74475,3.616,582.3,20.75,20.2,0,1,1,0
3002478,CANDIDATE,6.35705314,135.47756,1.324,272.2,1.59,17.3,0,0,0,0
4055774,FALSE POSITIVE,6.58738839,133.35768,4.758,258.5,1.35,15.7,0,0,1,1
6670075,FALSE POSITIVE,0.759706632,131.7692,1.0896,39.7,1.38,21.6,0,1,1,0
9395024,CONFIRMED,4.37033233,131.92696,2.845,177.8,1.56,17.7,0,0,0,0
8631751,CANDIDATE,1.530515205,131.867506,0.5945,659.7,0.84,23.2,0,0,0,0
11401822,FALSE POSITIVE,1.08070294,131.86686,3.363,145.6,1.04,17.6,0,1,0,1
6507427,FALSE POSITIVE,4.74254518,133.13916,1.023,305.7,1.77,13.2,0,0,0,1
5521300,FALSE POSITIVE,18.13559979,138.31557,2.019,452.7,24.49,16.4,0,1,1,0
8478994,CONFIRMED,51.20690303,195.7303,8.99,,,,1,0,0,0
9753154,CONFIRMED,3.70429015,132.21478,3.37,55.7,1.45,15.9,0,0,0,0
9011825,CONFIRMED,37.3331165,162.90453,7.643,187.8,2.5,22.5,0,0,0,0
4172746,CANDIDATE,17.6997392,140.94958,2.76,752.7,1.96,19.8,0,0,0,0
5174858,CONFIRMED,7.9709719,134.0507,1.2893,488.4,2.27,17.3,0,0,0,0
11074835,CONFIRMED,6.03355539,137.121,10.049,89.5,3.34,26.1,0,0,0,0
1996180,CONFIRMED,3.02558494,134.36744,3.0008,128.3,1.62,23.8,0,0,0,0
10407221,FALSE POSITIVE,0.933746783,131.51962,4.255,417.5,1.3,62.8,0,0,1,1
5991936,FALSE POSITIVE,6.09740316,133.32402,4.635,568.5,45.49,14.0,0,0,1,0
5095635,CANDIDATE,0.754457729,134.983522,0.5891,248.2,2.07,31.1,0,0,0,0
6269070,CONFIRMED,2.7612237,131.6081,3.681,66.8,1.84,14.2,0,0,0,0
6705137,FALSE POSITIVE,5.59727625,131.86798,1.659,200.8,1.26,15.3,0,0,1,1
12254688,CANDIDATE,62.6825769,182.22959,2.327,398.9,39.8,17.8,0,0,0,0
8345172,FALSE POSITIVE,50.5715805,161.11366,3.726,1282.6,2.74,19.9,0,1,1,0
4172013,CANDIDATE,16.2707207,145.097,5.707,468.0,28.42,13.0,0,0,0,0
12254378,CONFIRMED,2.032319072,132.32157,1.6762,315.5,1.87,24.5,0,0,0,0
4247791,FALSE POSITIVE,4.100870416,168.1460533,8.15361,123521.0,82.46,2619.2,0,1,0,0
7604328,CONFIRMED,4.35407371,132.85695,2.427,277.1,1.63,19.0,0,0,0,0
11236244,CONFIRMED,11.32269749,136.05511,3.517,311.0,1.51,16.0,0,0,0,0
9837685,CONFIRMED,13.71218522,135.51875,2.437,786.7,2.47,22.6,0,0,0,0
5042210,CONFIRMED,12.14684625,131.55623,6.197,70.7,1.75,27.1,0,0,0,0
12454461,CONFIRMED,7.46718958,136.39348,3.633,75.7,1.04,18.8,0,0,0,0
1996180,CANDIDATE,5.42204257,133.46021,2.952,79.1,1.39,10.7,0,0,0,0
9635606,CONFIRMED,48.8882668,153.8341,6.468,462.8,2.96,13.5,0,0,0,0
3728701,CONFIRMED,51.1319346,137.1568,6.019,382.3,2.43,19.6,0,0,0,0
10861715,FALSE POSITIVE,133.516435,134.8898,2.196,510.0,2.01,6.5,0,0,0,0
1849702,CONFIRMED,39.8312536,155.6409,2.442,388.8,1.46,15.8,0,0,0,0
9390653,CONFIRMED,9.549277089,175.757183,1.5832,1826.9,1.57,112.2,0,0,0,0
2305866,CANDIDATE,24.1073172,145.9415,10.465,104.2,2.74,23.6,0,0,0,0
11187837,CONFIRMED,17.60461401,170.4984,3.716,2292.1,2.64,80.1,0,0,0,0
8885673,FALSE POSITIVE,1.228721184,133.49967,1.041,465.6,1.62,26.4,0,0,1,0
9712350,CANDIDATE,51.5738653,158.06744,2.784,900.7,2.41,13.2,0,0,0,0
8025596,CONFIRMED,4.69505576,133.93643,3.058,240.0,1.49,15.9,0,0,0,0
5956787,FALSE POSITIVE,0.569115976,132.01945,2.028,796.9,1.8,59.8,0,1,1,1
3642741,FALSE POSITIVE,7.258450123,138.344691,5.7297,3714.7,5.53,288.6,0,0,0,0
12071037,FALSE POSITIVE,6.0959841,135.0254,10.39,112.7,0.99,29.2,0,0,1,1
8494617,CONFIRMED,22.9221181,133.66805,8.2,140.3,1.33,24.0,0,0,0,0
10289119,CONFIRMED,16.10474503,135.01186,5.712,124.1,3.21,25.4,0,0,0,0
7382313,CONFIRMED,7.42697378,133.099,3.206,205.2,1.4,15.4,0,0,0,0
9887224,FALSE POSITIVE,0.874629873,132.25706,1.782,68.1,0.72,19.2,0,0,1,0
7542369,FALSE POSITIVE,5.46091846,131.66849,1.781,172.0,1.25,21.2,0,1,1,0
8544992,CONFIRMED,3.17323012,133.69979,1.9094,204.5,0.88,21.4,0,0,0,0
8544992,CONFIRMED,13.2970695,140.94606,3.283,219.7,0.91,14.9,0,0,0,0
11295426,CONFIRMED,5.398752862,173.858666,3.4303,346.5,2.21,289.6,0,0,0,0
7289162,FALSE POSITIVE,5.26648126,131.6902,1.964,97.8,1.07,16.0,0,0,1,1
3001885,FALSE POSITIVE,2.67596808,133.70492,2.021,420.6,1.57,17.5,0,0,1,0
12306058,CONFIRMED,7.41683033,137.96389,7.274,72.6,3.36,20.6,0,0,0,0
6183511,CONFIRMED,0.727331746,132.37007,0.8323,357.4,0.67,20.4,0,0,0,0
12469800,CONFIRMED,1.302017467,131.93696,1.3692,290.5,1.37,21.4,0,0,0,0
4915638,CONFIRMED,8.63050092,139.57438,3.144,325.8,1.43,14.9,0,0,0,0
6351097,FALSE POSITIVE,12.49117388,136.31491,2.848,189.9,1.36,17.0,0,0,1,0
8081905,CONFIRMED,3.27645723,131.97924,2.219,323.0,1.71,17.9,0,0,0,0
11465950,CONFIRMED,16.0573291,132.39054,3.546,575.0,2.27,17.5,0,0,0,0
9996632,FALSE POSITIVE,8.44326557,136.26748,3.353,359.5,1.97,19.0,0,0,1,0
4665571,CONFIRMED,4.60300256,133.22313,2.6848,302.5,1.32,22.2,0,0,0,0
4829935,FALSE POSITIVE,16.9329284,132.15407,1.218,488.3,2.46,20.4,0,0,1,0
9269042,CONFIRMED,12.00089667,142.04182,3.266,420.7,1.47,20.0,0,0,0,0
6199056,FALSE POSITIVE,1.169010526,131.738567,1.1717,165.9,91.91,37.1,0,1,0,0
11461433,CONFIRMED,1.916940872,132.46734,1.4243,105.1,0.89,17.7,0,0,0,0
11818607,CONFIRMED,5.05661302,134.39648,3.926,137.9,1.15,17.6,0,0,0,0
8380709,CONFIRMED,24.3344939,147.41892,6.557,323.1,1.74,18.1,0,0,0,0
6149910,CONFIRMED,131.187921,172.3923,6.905,915.9,2.34,23.9,0,0,0,0
9108085,FALSE POSITIVE,2.17489806,134.11887,4.599,74.8,1.08,29.3,0,0,1,1
5436013,CONFIRMED,25.8859397,157.04329,4.548,217.1,1.66,16.1,0,0,0,0
8676148,CONFIRMED,28.6253502,158.11827,4.551,652.7,2.38,18.3,0,0,0,0
9696358,CONFIRMED,6.98141327,132.7883,6.527,38.0,1.42,20.9,0,0,0,0
5039129,FALSE POSITIVE,1.319677953,132.06143,1.978,100.7,1.13,17.4,0,0,1,0
4484336,CONFIRMED,8.94337724,137.30234,2.469,215.1,1.48,18.4,0,0,0,0
9580167,CANDIDATE,0.827151296,132.07927,1.385,272.4,19.1,8.1,0,0,0,0
9757613,CONFIRMED,12.282998287,170.39809,2.7096,2794.7,2.83,137.2,0,0,0,0
10527135,FALSE POSITIVE,0.328686504,132.77146,0.8592,171.9,1.11,26.8,0,1,0,0
11752906,CONFIRMED,6.383159135,170.604622,1.7504,2313.2,2.73,64.4,0,0,0,0
10916600,CONFIRMED,5.57654782,136.42668,3.673,53.6,0.92,13.2,0,0,0,0
8429314,CONFIRMED,115.6863392,246.98666,4.65,945.9,3.52,20.7,0,0,0,0
9153570,CONFIRMED,3.81371423,132.57465,1.973,281.0,1.37,11.4,0,0,0,0
11768142,CONFIRMED,38.0970717,140.00353,4.307,913.3,1.58,17.0,0,0,0,0
7984574,CANDIDATE,11.6191707,142.12335,1.819,700.4,2.21,18.5,0,0,0,0
9592579,FALSE POSITIVE,2.637574744,134.212775,5.4573,5423.5,9.16,222.8,0,1,1,1
10336951,CANDIDATE,38.2292037,166.01191,3.893,605.8,1.51,21.0,0,0,0,0
8481129,CONFIRMED,16.3012727,133.79446,3.974,259.5,1.54,19.7,0,0,0,0
2142522,CONFIRMED,13.32354078,134.03671,3.873,116.6,1.32,16.3,0,0,0,0
9395719,CONFIRMED,2.607545159,131.83453,1.3916,351.5,2.07,23.0,0,0,0,0
8753896,CONFIRMED,3.24417541,132.94014,1.992,371.9,1.84,18.0,0,0,0,0
8240617,CANDIDATE,176.845697,197.27794,3.812,431.6,42.05,7.7,0,0,0,0
8746295,FALSE POSITIVE,6.85567248,136.01953,2.268,197.7,1.27,17.2,0,0,1,1
10090257,FALSE POSITIVE,2.28607282,133.557,7.82,261.8,1.01,35.9,0,1,1,1
11295426,CONFIRMED,9.60505976,136.37863,3.0063,55.0,0.91,32.2,0,0,0,0
10679583,FALSE POSITIVE,3.54789928,133.78212,2.861,185.3,0.99,13.6,0,0,1,0
11622985,CANDIDATE,18.0243482,144.27756,3.575,441.2,1.98,17.3,0,0,0,0
11361283,CANDIDATE,16.4793229,142.94163,3.312,479.1,1.53,13.8,0,0,0,0
8757824,CONFIRMED,3.65690909,134.95269,2.064,107.4,1.32,12.8,0,0,0,0
9832208,CONFIRMED,88.0712769,214.51304,6.758,885.4,2.4,18.1,0,0,0,0
6124512,CONFIRMED,8.38395796,134.41408,5.2,108.5,3.24,14.1,0,0,0,0
10070468,CONFIRMED,1.68189051,133.07951,2.992,83.2,1.27,17.4,0,0,0,0
10031656,FALSE POSITIVE,8.59000355,131.97492,6.68,298.1,1.82,18.9,0,1,1,1
7584650,CONFIRMED,44.9977604,160.2298,9.686,170.2,1.59,21.4,0,0,0,0
11337566,CONFIRMED,7.12815163,136.88006,5.522,45.9,1.36,22.0,0,0,0,0
6364215,CANDIDATE,2.10081629,132.26789,2.8182,169.1,1.65,15.3,0,0,0,0
10202759,FALSE POSITIVE,0.872952088,131.49734,1.4499,137.3,25.5,41.6,0,0,1,0
5007345,CONFIRMED,7.01074295,138.4027,2.1787,222.8,3.76,21.3,0,0,0,0
12120484,CONFIRMED,17.2922631,135.75448,7.042,203.1,2.13,23.7,0,0,0,0
6429812,CONFIRMED,94.289223,166.50826,4.102,505.4,2.11,22.5,0,0,0,0
6846911,CONFIRMED,14.02634692,135.17539,1.2808,403.6,2.66,19.3,0,0,0,0
5385439,FALSE POSITIVE,12.425866431,141.5137911,29.1428,257.9,2.12,62.2,1,0,1,1
5963582,CONFIRMED,25.5433704,140.58705,8.567,138.6,2.11,28.4,0,0,0,0
4476423,FALSE POSITIVE,33.8542586,132.1329,12.689,253.3,15.96,10.0,1,0,0,0
11403389,CONFIRMED,45.0909201,133.55146,4.605,436.3,2.44,14.1,0,0,0,0
9851662,CONFIRMED,15.0539886,135.53329,4.422,221.5,1.44,16.3,0,0,0,0
6467363,CANDIDATE,3.67936863,134.99021,3.47,85.9,0.92,18.1,0,0,0,0
6467363,CANDIDATE,7.4464635,137.3391,4.084,78.0,0.77,12.7,0,0,0,0
8758204,CONFIRMED,159.388788,226.9313,8.432,1033.0,2.73,17.3,0,0,0,0
8733898,CONFIRMED,1.565412613,132.91281,0.7572,2754.6,1.73,48.6,0,0,0,0
8733898,CONFIRMED,5.14892346,133.31971,0.9613,2355.0,1.72,25.4,0,0,0,0
3228945,FALSE POSITIVE,0.730943372,131.49862,3.004,134.7,1.37,27.0,0,1,1,1
7008149,FALSE POSITIVE,0.515552803,131.651719,1.7869,1224.1,13.96,79.6,0,0,1,0
10332213,CONFIRMED,2.522590567,131.64534,1.406,210.2,25.82,18.5,0,0,0,0
7090524,CONFIRMED,6.73968289,132.29296,4.183,142.0,1.48,15.4,0,0,0,0
11133306,CONFIRMED,41.74598855,210.399151,4.6125,421.8,2.4,110.5,0,0,0,0
6307063,FALSE POSITIVE,75.378004,167.11715,6.744,447.8,3.82,20.5,0,1,1,1
5871985,CONFIRMED,213.258526,268.13424,7.768,1992.3,2.72,36.1,0,0,0,0
8292840,CONFIRMED,100.2830675,245.04318,10.8636,351.2,2.51,81.9,0,0,0,0
9730163,CONFIRMED,4.871223664,133.64255,1.5916,6462.0,1.56,50.5,0,0,0,0
9730163,CONFIRMED,2.984157711,133.11908,1.2637,2598.0,0.92,24.3,0,0,0,0
11453592,CONFIRMED,2.8867624,131.66592,0.9879,631.8,1.24,37.1,0,0,0,0
3834322,FALSE POSITIVE,0.498434645,131.57053,0.955,239.2,1.08,26.8,0,1,0,0
10073672,CANDIDATE,2.252976718,132.23957,1.7131,467.9,1.19,21.7,0,0,0,0
11188249,FALSE POSITIVE,2.75505467,133.42201,3.426,85.5,1.74,27.8,0,0,1,0
4677282,FALSE POSITIVE,1.572181216,131.77456,7.219,219.5,77.12,48.2,0,1,1,1
5097470,FALSE POSITIVE,1.28805834,131.9914,3.419,92.6,1.08,28.1,0,1,1,1
4858610,FALSE POSITIVE,2.72288246,131.90948,2.408,152.6,1.06,15.5,0,0,1,0
10591855,CONFIRMED,1.574090323,131.86116,1.5796,224.9,0.93,17.7,0,0,0,0
4832175,FALSE POSITIVE,0.947738312,132.38567,1.206,202.2,0.88,13.9,0,0,1,1
7749773,CONFIRMED,13.7872627,144.77403,5.747,75.1,1.55,23.9,0,0,0,0
9451706,CONFIRMED,14.4359459,141.51253,3.414,107.3,1.46,22.0,0,0,0,0
10064256,CONFIRMED,5.95958637,135.00822,2.899,133.1,1.02,16.1,0,0,0,0
6842807,CANDIDATE,16.6146221,137.33276,2.706,361.2,1.49,10.6,0,0,0,0
4381282,FALSE POSITIVE,0.497581917,131.6572,1.46,140.6,0.76,17.1,0,1,1,0
9815053,CANDIDATE,5.83892993,136.90293,1.1066,237.4,1.19,15.3,0,0,0,0
7609553,CONFIRMED,2.279523364,133.3576,1.6202,126.8,0.87,16.7,0,0,0,0
10122538,CONFIRMED,12.2854718,131.90073,2.996,1617.1,2.21,23.8,0,0,0,0
10122538,CONFIRMED,5.53609368,131.88286,2.2942,1223.3,2.2,22.6,0,0,0,0
9697131,CANDIDATE,3.09756897,131.55889,4.588,83.3,1.75,14.6,0,0,0,0
5480640,CONFIRMED,58.0337426,138.7412,5.584,807.1,3.21,34.9,0,0,0,0
5480640,CONFIRMED,14.4252635,136.75608,3.754,221.2,1.68,15.2,0,0,0,0
5480640,CONFIRMED,26.6757818,149.99527,2.696,474.8,2.69,20.0,0,0,0,0
5175986,CONFIRMED,0.868386354,132.06741,1.066,488.5,1.52,27.3,0,0,0,0
9008737,CONFIRMED,11.8288843,137.6991,3.337,191.0,1.18,9.1,0,0,0,0
9008737,CONFIRMED,14.7512034,137.1559,1.25,261.1,1.63,8.3,0,0,0,0
9692128,FALSE POSITIVE,1.480323978,131.7553,1.833,166.2,1.46,43.4,0,1,0,1
10917043,CANDIDATE,205.385912,284.18824,8.681,1248.7,2.11,24.3,0,0,0,0
6521045,CONFIRMED,6.88707073,133.17797,4.4679,68.7,1.3,38.2,0,0,0,0
8167959,FALSE POSITIVE,165.75597,207.3074,8.45,57.3,15049.8,12.8,0,0,0,0
4075015,FALSE POSITIVE,1.11431205,131.75649,2.112,160.4,1.07,15.5,0,1,1,0
6697605,CONFIRMED,3.42064689,132.30629,1.767,356.8,2.27,13.9,0,0,0,0
6697605,CANDIDATE,1.23935745,131.85254,1.683,150.9,1.5,9.7,0,0,0,0
6294819,CONFIRMED,0.675650404,131.68114,1.8261,200.7,1.36,22.4,0,0,0,0
12602314,CANDIDATE,1.407020118,131.60897,1.3766,181.9,1.12,18.9,0,0,0,0
5787131,CANDIDATE,24.4359956,134.8181,6.254,496.6,2.31,17.1,0,0,0,0
3230753,FALSE POSITIVE,17.7337356,143.9223,5.558,217.3,1.24,17.0,0,0,1,1
8358012,FALSE POSITIVE,10.06478627,135.24121,2.86,285.7,1.49,18.6,0,1,1,1
4664046,FALSE POSITIVE,1.12976597,132.526,3.096,133.7,0.83,14.3,0,1,1,0
11401755,CONFIRMED,16.23191704,171.67758,7.461,501.6,3.54,194.9,0,0,0,0
4180401,FALSE POSITIVE,15.4126766,144.9757,3.402,599.8,2.82,7.5,0,1,1,0
6350476,FALSE POSITIVE,1.110599919,131.57274,1.3493,157.6,1.07,38.7,0,0,1,0
8292840,CONFIRMED,21.86965714,140.29513,5.5177,125.5,1.51,43.5,0,0,0,0
5272233,CONFIRMED,9.02436414,133.54199,3.011,214.6,1.62,23.5,0,0,0,0
5272233,CONFIRMED,17.3408735,138.96694,3.398,159.0,1.43,13.5,0,0,0,0
11456382,FALSE POSITIVE,0.814280672,131.64736,2.326,134.9,1.91,12.3,0,0,1,1
3130548,FALSE POSITIVE,0.878855771,131.49524,1.1014,269.7,1.57,25.3,0,1,1,0
9593757,FALSE POSITIVE,2.49432176,133.61066,2.3269,8043.0,8.91,43.2,0,1,1,1
6346809,CANDIDATE,17.57704569,137.73116,2.022,670.0,27.21,19.1,0,0,0,0
4275117,FALSE POSITIVE,1.00652785,131.71627,1.3175,125.9,1.03,17.9,0,0,1,0
6545051,FALSE POSITIVE,1.99566293,132.8585,4.514,197.0,1.11,21.9,0,0,1,1
5513866,FALSE POSITIVE,0.755111225,131.80687,3.164,168.0,1.38,76.4,1,0,1,1
4547603,CANDIDATE,1.400755743,132.02177,1.0562,144.4,1.3,19.8,0,0,0,0
5688910,CONFIRMED,25.8730914,143.28644,5.085,694.4,2.88,20.1,0,0,0,0
6345732,CONFIRMED,20.2642023,135.27919,4.664,185.3,2.12,19.9,0,0,0,0
5716763,CANDIDATE,1.28132831,169.665953,0.9157,525.5,4.52,196.4,0,0,0,0
6345732,CONFIRMED,7.44136102,137.74695,4.554,79.7,1.33,14.2,0,0,0,0
8611257,CONFIRMED,99.2532336,148.53067,7.208,538.0,2.17,20.5,0,0,0,0
3861611,FALSE POSITIVE,3.84933401,134.43526,2.299,503.9,2.12,13.6,0,0,1,1
12416987,CANDIDATE,119.0833042,163.56212,2.558,2951.0,22.19,18.9,0,0,0,0
8259713,CANDIDATE,27.8813154,134.51369,6.346,209.2,1.54,15.5,0,0,0,0
10880507,CONFIRMED,6.4802138,132.8598,3.27,142.0,1.26,13.7,0,0,0,0
11098013,CANDIDATE,7.50790041,138.7047,5.646,145.0,1.77,11.9,0,0,0,0
5443604,FALSE POSITIVE,21.3910125,141.29764,3.512,645.8,1.72,25.1,0,1,1,0
12206313,CONFIRMED,14.3832267,140.57648,8.378,178.5,1.84,39.0,0,0,0,0
12206313,CONFIRMED,47.3186631,170.06035,10.465,263.4,2.1,36.2,0,0,0,0
9837661,CONFIRMED,11.12827427,139.54417,2.6118,6057.0,4.04,65.6,0,0,0,0
7769819,CONFIRMED,2.21571296,131.82107,1.8211,285.1,1.7,22.1,0,0,0,0
11874577,CONFIRMED,34.4585495,147.82493,7.434,431.0,1.88,23.7,0,0,0,0
